,attitude.roll,attitude.pitch,attitude.yaw,gravity.x,gravity.y,gravity.z,rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
598,188657,245055,625291,196007,-170147,139494,1448663,-62618,-25495,-56734,-393095,-195197
599,164207,252276,600715,199073,-176675,117394,1366170,-545175,42913,-142793,-449493,-35340
600,128912,263415,577253,202750,-186784,85230,1277847,-1255101,232281,-304338,-519126,133053
601,66471,276851,557735,203671,-199047,27991,1109699,-3312568,216652,-378302,-318677,-10041
602,-41210,289375,541811,192340,-210545,-70280,967809,-5197663,228758,-76490,-41891,-227917
603,-143142,306064,543015,173416,-225959,-162685,79738,-4453530,589070,283896,150054,7707
604,-217989,318562,562627,153366,-237572,-229420,-531667,-3193780,437907,295598,166914,504130
605,-271750,317839,585414,132600,-236899,-274974,-844855,-2721617,-150272,-354702,-213870,702561
606,-318815,311438,600618,110574,-230946,-312866,-279213,-1975839,-395103,-492984,-329610,659491
607,-342745,305114,606212,97706,-225079,-331108,-152436,-318965,-597166,-577436,-191723,342512
608,-333280,291412,617035,97455,-212420,-320915,-790024,1043169,-755054,-535819,-164099,309233
609,-300156,270184,640075,104415,-192954,-290162,-1347593,1803765,-801584,-524773,-277134,328941
610,-248518,248157,668101,116601,-172949,-243955,-1316260,2607922,-797053,-598240,-321414,257847
611,-183227,229132,691927,131436,-155838,-186544,-967125,3314305,-859614,-629080,-350321,148920
612,-103540,209309,710845,145282,-138180,-116366,-834148,4303824,-1210330,-528729,-345212,18122
613,-2841,179787,731646,151854,-112222,-27004,-1102807,5192339,-1794458,-146386,-112564,-172453
614,110340,148143,759366,148163,-84875,71970,-1041066,5087072,-1630453,30156,4924,-432987
615,189034,132346,783553,141776,-71413,139213,-685382,2426840,-814848,42220,-58327,-527177
616,206794,132115,802581,141348,-71216,154266,-417428,189709,-235406,27390,-595510,-481958
617,219070,138476,807252,144332,-76619,164808,300687,1321188,167675,-280328,-864689,-238990
618,244856,152326,798498,150309,-88459,187207,732534,1913417,341916,-385092,-762257,-105322
619,260229,162164,785502,154309,-96929,200780,787870,1127111,61284,-801781,-461765,169588
620,264527,167435,774121,156633,-101488,204707,648238,698116,-161332,-732052,-119881,136608
621,263776,166547,770998,156247,-100719,204021,191533,119373,-489587,-453620,217058,64403
622,263736,165024,776096,155489,-99400,203920,114208,325975,-407072,-289332,153605,51457
623,257770,164283,766153,155547,-98760,198749,977791,238624,-357131,43998,78396,213107
624,261493,165379,754411,155831,-99709,202002,543105,1097746,-108100,196103,20887,513306
625,266779,180390,737224,162840,-112748,207220,1332596,786791,778029,163322,-620949,309754
626,245465,203892,702741,175516,-133386,189444,1609344,-193612,892313,-115849,-891814,-148560
627,231458,223922,684759,185451,-151179,177584,638139,311939,516345,-285010,-673965,-102383
628,244399,230015,687966,187477,-156629,189299,-286640,1251334,-500788,15745,-72170,322362
629,272911,223356,710910,182441,-150675,214468,-835028,1055887,-698784,273482,266830,373795
630,285752,226597,732725,182724,-153571,226027,-662532,-92258,-105382,439031,-226749,106802
631,261053,232427,747250,187424,-158790,204263,-299975,-1634666,-180989,109884,-508394,-420810
632,236621,236578,761152,190810,-162517,182519,-398390,-794680,-232959,-289833,-299087,-87695
633,225541,237636,765482,191805,-163467,172599,410729,-133255,-373433,-616803,-295496,-19823
634,215003,235110,751859,191100,-161197,163093,1081545,185452,-469569,-527658,-392233,-198534
635,198288,234142,728307,191110,-160329,148083,1412980,-197769,-293711,-267154,-448842,-225149
636,162740,239951,700147,193750,-165548,116144,1578173,-1284313,85918,-150974,-456119,-244709
637,101789,253805,673545,197200,-178059,60903,1291739,-2787510,357172,-121848,-386830,-167678
638,15432,270158,659432,194629,-192929,-17855,923866,-4150909,371304,-252134,-313825,-73143
639,-89735,286225,648005,180399,-207647,-113301,846094,-4903526,305496,-212970,-126804,117655
640,-186811,297674,647882,156847,-218197,-199671,134265,-4212028,90266,-46217,84506,488404
641,-257280,296716,660303,131194,-217312,-259464,-462148,-3023477,-383304,-215143,37585,792657
642,-309165,289607,669997,107460,-210758,-301079,-141784,-2139883,-514658,-615832,-258260,596830
643,-342497,283364,672507,90526,-205018,-326733,-4390,-837250,-583734,-660451,-278359,428500
644,-345947,275192,677155,86117,-197530,-327842,-226973,643323,-617096,-602316,-292881,498350
645,-321219,264703,684099,93417,-187958,-306063,-270421,1803930,-709686,-511335,-431543,572153
646,-276905,251597,692208,106989,-176059,-267802,-522063,2676642,-820452,-435338,-415869,368226
647,-214923,232644,710309,122440,-158984,-213525,-1114553,3224462,-906478,-348890,-329031,28411
648,-132068,206974,743315,136890,-136112,-140223,-1794551,3999402,-1236959,-291211,-312322,-24978
649,-33060,172312,781792,143133,-105717,-52088,-1793024,4538361,-1752523,-233581,-278556,-83740
650,73879,143753,820508,143233,-81119,41100,-1495437,4542784,-1252659,82266,-83425,-647921
651,151243,131831,849745,141264,-70975,107177,-649825,2643479,-674956,-23141,-140979,-557595
652,183410,133097,858154,142215,-72049,134446,129237,1384564,-79311,-252042,-387021,-304423
653,206288,144143,857333,147673,-81453,154018,335866,1698656,314836,-454003,-448388,-221807
654,239218,159161,856194,154101,-94339,182592,254320,2102550,346864,-583417,-395797,-198684
655,262135,164797,840126,155492,-99204,202531,1443183,1579903,-250912,-508697,-243578,160360
656,254942,161827,805040,154505,-96638,196215,1694350,356639,-386459,-635594,71086,276203
657,245381,164972,793306,156683,-99356,188093,183683,159494,-125430,-484269,-56948,8248
658,234077,164696,792315,157151,-99117,178326,815272,-462224,-506918,-165403,-266126,12888
659,210643,160642,761307,156016,-95616,158016,1587031,649068,-429244,135508,-159657,491220
660,236829,164560,756261,156946,-98999,180698,-209555,2295123,11160,-90138,-292109,820590
661,276633,176171,769865,159973,-109072,215574,-59276,1366630,306092,171392,-334830,275048
662,263202,194622,741431,169953,-125213,204698,1921269,330640,855365,1131536,16059,-520350
663,267322,211910,736063,177705,-140488,209033,-486014,229158,349434,234349,-439356,17246
664,240124,222955,750341,184567,-150317,185282,-187706,-2065273,47878,-262413,-486350,21832
665,199993,231360,754890,189847,-157834,149585,103318,-1401571,53334,-375755,-264158,-225812
666,177487,234231,754724,191342,-160409,129416,383699,-502594,-426560,-339270,-176942,-198685
667,161847,228175,746201,188544,-154981,115422,777205,-145825,-742598,-165345,-243953,-111892
668,149004,223456,729404,186173,-150764,103994,1130356,132002,-463818,-4191,-414309,-30150
669,131749,229333,707913,188230,-156017,88481,1216668,-275382,105601,-162651,-613157,20198
670,94318,244526,687267,192709,-169671,54485,1273198,-1609572,438840,-297806,-631379,-228733
671,33760,262705,670213,194140,-186138,-881,992823,-2756927,428737,-312802,-451841,-132368
672,-42598,278609,660132,187904,-200660,-70597,760518,-3571457,262584,-430330,-364932,206299
673,-129173,288996,657914,171174,-210196,-148395,234174,-4018652,131294,-449565,-228838,524134
674,-205232,296244,665104,150129,-216877,-215307,75630,-3298691,43806,-382743,-185094,609951
675,-256506,300711,668722,132881,-221004,-259458,100663,-1788231,-218601,-439668,-150404,544651
676,-283618,294497,675970,119895,-215265,-281000,-262202,-795696,-627263,-471024,-158813,464783
677,-290276,283290,681263,113229,-204951,-284513,-203119,369956,-738370,-452396,-298826,550953
678,-271754,271768,690688,116587,-194400,-267256,-542341,1379758,-690760,-401570,-295111,582630
679,-239913,256380,707977,122978,-180393,-238278,-928384,1603952,-743950,-381273,-325642,560640
680,-199573,236128,735665,129035,-162111,-201332,-1526317,1850479,-870219,-311525,-247382,242095
681,-144618,210237,778107,134873,-139002,-151261,-2264035,2333964,-992429,-287975,-250640,104285
682,-63653,175229,834210,138582,-108254,-78325,-2713680,3522546,-1600638,35358,-22951,-95878
683,39249,141559,893067,138531,-79247,11904,-2441290,3887944,-1306511,57885,136718,-694238
684,118811,126712,949136,137373,-66643,79870,-1880314,2026962,-741527,-99571,-124421,-1033996
685,148986,125857,970970,138029,-65921,105356,153341,1054236,-75530,-304482,-786947,-314853
686,167270,140754,951352,146213,-78560,120712,1463032,2345507,613491,-427426,-702683,58951
687,205432,161623,924649,156649,-96462,153537,1105654,2988355,535395,-660076,-355435,76603
688,239174,171479,920490,160273,-104993,182934,164987,1333051,-13849,-705357,85057,121881
689,234852,176972,917431,163205,-109769,179345,460941,-155531,-172243,-622305,185216,169126
690,225465,176180,916792,163245,-109079,171162,202668,-277897,-515721,-512956,176499,115556
691,189091,165274,912335,158764,-99616,139457,779994,-1800820,-1120760,-290198,248183,-752061
692,135070,151494,867607,151049,-87745,93038,2922959,-379052,-1020019,517734,-200227,-99899
693,143761,146684,824189,148854,-83624,100574,923155,2706382,-451486,428086,-186511,799365
694,198712,152221,843681,152006,-88369,147637,-1083190,2338611,17806,-55687,-315494,969097
695,226240,162171,861098,156238,-96935,171498,461021,34569,239848,-135084,-608457,445131
696,193056,176201,816440,164149,-109099,142970,2323036,221468,371187,552958,-488673,-27882
697,212261,181557,827059,166352,-113767,159772,-1546751,778495,-240874,-33809,-280254,-220922
698,214241,181926,866641,166471,-114089,161504,-1029375,-1147257,-489028,-240058,-527826,255416
699,195334,179285,885165,165630,-111785,144979,-455529,-761265,-544268,-259893,-395716,-207259
700,189760,174280,899741,163241,-107427,140089,-249398,-113837,-657957,-234510,-269031,-135720
701,188274,168660,903467,160466,-102549,138769,282539,311291,-606716,-115173,-387176,-143050
702,185104,167627,895468,159975,-101653,136016,791859,278279,-252741,-26684,-609491,-148157
703,166756,175147,879163,163683,-108181,120084,1009225,-570983,150450,-47772,-781949,-342094
704,127310,188591,863617,169178,-119921,85460,855097,-1691826,327066,-107513,-733696,-299107
705,70499,202442,855914,171812,-132104,35125,503149,-2632228,306584,-317894,-533995,68763
706,7051,215415,857844,169988,-143600,-21373,140987,-2998402,284228,-562729,-411492,378984
707,-55536,226211,867965,163594,-153225,-77007,-204365,-2986307,223048,-561797,-224698,565889
708,-112023,230295,881829,152295,-156879,-126301,-148935,-2914501,67380,-526496,-136571,616374
709,-165436,231642,892361,137975,-158085,-171968,-69566,-2500827,-87490,-363358,58451,501686
710,-214287,232535,900223,122613,-158887,-212980,-44779,-2123192,-240557,-213260,131366,303501
711,-249906,231055,911925,109294,-157560,-242004,-452933,-1401156,-97986,-128714,-19572,182867
712,-261410,230870,935725,104892,-157394,-251326,-794126,-433535,109898,-161009,-285944,387654
713,-261510,227942,957048,103674,-154773,-250852,-590301,-61053,-241668,-314162,-539145,553852
714,-255424,220441,972896,102909,-148075,-244500,-584409,554479,-463538,-464247,-549063,448653
715,-234679,206137,993978,104469,-135371,-225002,-1098764,953713,-754993,-578371,-318037,316744
716,-205478,181877,1021877,103746,-114046,-196861,-1492238,1307191,-1164120,-512874,-121482,224409
717,-157054,143828,1061851,100486,-81184,-150978,-2501010,2020412,-1758534,-175235,191771,-159105
718,-76163,97851,1133316,96493,-42482,-78653,-3645626,2529454,-1525763,236244,348244,-551453
719,-4170,68609,1212492,92965,-18476,-17360,-2643461,848874,-903449,177654,-74733,-670210
720,3648,55472,1251918,86479,-7854,-9771,-756950,-994130,-655039,48323,-534865,-731938
721,-24215,54650,1251154,81812,-7192,-31701,774101,-745700,-173591,-161168,-833377,-555375
722,-29578,71415,1232568,90575,-20759,-37951,1378274,1449167,533913,-352471,-904435,-101570
723,-9971,95339,1205892,107123,-40401,-24844,1546653,2111214,526763,-617738,-820875,225151
724,-1797,109712,1181171,116207,-52355,-19615,1314737,907640,-117453,-584478,-457098,375624
725,-13233,109771,1159434,114480,-52405,-29015,969673,49126,-641123,-380008,339201,459335
726,-15452,113009,1160158,115866,-55115,-31177,-145561,301191,159408,-364076,668052,619637
727,-10529,122852,1174223,121891,-63385,-28126,-37321,-310624,152401,-565428,-46914,641413
728,-34306,127528,1169992,120359,-67333,-48295,627715,-479295,-334120,-620857,-326093,513481
729,-31890,129557,1162612,121844,-69049,-46523,527054,1392521,-278468,104967,-131155,601186
730,-16817,143472,1150904,131591,-80880,-35438,1351202,1281376,693104,865835,39321,277067
731,-360,178686,1125624,151708,-111263,-24779,1395648,1864341,1122092,1170501,-467787,-180262
732,26449,190102,1135142,161013,-121246,-2563,-846772,1193028,-81642,690052,-554377,-26179
733,49936,187016,1174694,162401,-118541,18028,-1691729,188354,-384290,-137158,-214767,507825
734,60439,177618,1219000,158979,-110333,27693,-1716465,-425949,-719098,-25169,-102598,276986
735,67505,162657,1263681,152277,-97354,34625,-1781230,-359769,-962121,-86720,-91131,94699
736,80341,144935,1307292,144399,-82129,46532,-1620245,-46592,-1098130,-128311,-130848,113203
737,96589,125477,1346150,135403,-65600,61193,-1400812,225859,-1222997,-143790,-313590,241258
738,119399,106212,1380491,126281,-49434,81014,-1143588,755342,-1189832,-91195,-354277,173631
739,150176,90526,1409220,118621,-36423,106894,-886329,1162950,-1048620,-52240,-397088,30168
740,179115,77384,1436131,111434,-25629,130756,-888107,825032,-990515,-87625,-585814,-131788
741,199269,64984,1468312,104041,-15534,147076,-1149260,164409,-992561,-123400,-657768,-80877
742,212571,54567,1507145,97593,-7125,157635,-1372785,-324206,-885605,-161079,-728099,-25107
743,223101,47866,1545186,93256,-1750,165916,-1129900,-209726,-687504,-184407,-802840,89263
744,229505,43969,1574342,90667,1364,170912,-763872,-326462,-583316,-148996,-800842,-114419
745,222367,41113,1594885,89219,3641,165147,-425041,-838155,-520473,-96339,-739001,-180659
746,198697,40898,1606669,89709,3812,146310,-85169,-1443135,-306884,12942,-530768,-137545
747,155904,44035,1607030,91593,1312,112206,462943,-2067760,-155909,99284,-343499,-14849
748,95117,49124,1594510,92116,-2758,63524,887818,-2446508,-114000,183051,-133193,324574
749,31912,57464,1581950,91266,-9458,12513,683295,-2425245,73620,91127,-142651,604879
750,-22765,68880,1582528,90252,-18697,-32225,152216,-2400804,282455,61304,-226063,740132
751,-70348,81568,1591239,88762,-29055,-71722,9564,-2257857,356050,102191,-257957,689724
752,-112830,94965,1602077,86775,-40091,-107474,-32258,-2000186,423795,107826,-358004,596538
753,-145140,108191,1620357,85677,-51085,-135297,-457198,-1654277,601981,148688,-416575,523699
754,-164904,126662,1651364,89730,-66601,-154259,-711281,-1389242,1142523,278028,-507901,582229
755,-179168,152015,1685286,98051,-88192,-170222,-587732,-1202060,1378155,119972,-436383,501345
756,-196743,179551,1717298,105509,-112016,-189357,-622746,-1599424,1412603,-23793,-377388,370393
757,-228930,202297,1760232,104843,-131977,-219626,-1423922,-2752540,1429848,-236444,-173177,229718
758,-267155,216448,1822195,96826,-144518,-253184,-2157839,-3004431,1388726,-243441,-149604,404481
759,-293124,216438,1892382,86614,-144509,-273903,-2264814,-2793396,1186874,-365295,-154496,581739
760,-323674,218151,1955628,74606,-146034,-298304,-2146230,-2516961,952339,-493408,-293886,613512
761,-347080,216133,2012819,63583,-144238,-316000,-1927855,-1905196,689230,-444254,-320248,576305
762,-359264,209438,2063162,55451,-138295,-323769,-1814231,-1156482,368598,-404231,-270696,503493
763,-358593,197496,2109190,50946,-127742,-320400,-1794712,-464930,38835,-403403,-257779,424578
764,-346392,179655,2152287,48941,-112106,-306829,-1834504,67114,-310365,-392960,-235497,358167
765,-325429,155846,2191880,47498,-91484,-285172,-1813392,575684,-702906,-363532,-247713,243812
766,-295834,126225,2227616,45661,-66230,-255632,-1764716,1041564,-1099474,-306138,-378847,191689
767,-260596,92792,2258736,42137,-38294,-221115,-1541311,1326360,-1384561,-160906,-546507,147467
768,-225678,59373,2283519,36190,-10998,-187213,-1266658,1316270,-1496930,-12718,-597347,-40381
769,-198439,30325,2305786,28273,12195,-160454,-1025922,774309,-1239249,39649,-681210,-243532
770,-190856,13447,2325643,20685,25433,-151107,-571322,-467677,-599958,235774,-771703,-340602
771,-202038,12831,2339815,17143,25913,-159073,-105151,-547538,51800,121626,-934766,127982
772,-210513,26395,2341079,22482,15292,-168386,823692,130872,354384,434769,-360135,545223
773,-214235,42626,2326420,30523,2435,-174878,1097177,820522,13580,642716,398649,816898
774,-208065,59653,2325597,41806,-11223,-174151,237825,324927,817924,-194266,-110490,745095
775,-193218,80157,2353501,57352,-27898,-167336,-887092,587239,930440,-435337,-517109,743820
776,-148455,85410,2398853,72714,-32209,-133836,-1435739,1264112,235668,-658692,-440624,468620
777,-122414,77622,2427257,75048,-25824,-112149,-642427,407797,-758617,-606216,-371188,239139
778,-123778,55780,2440472,62526,-8100,-109424,-785482,-278258,-1428512,-275625,-160304,355371
779,-112333,25401,2471879,47585,16075,-95353,-1719429,89380,-1447257,-41461,-140062,700126
780,-85932,-4570,2519177,35051,39369,-70465,-1977803,94464,-1162785,172153,-311320,736440
781,-63400,-25540,2574328,26156,55325,-50468,-2057733,-591106,-678560,280778,-569768,544310
782,-42508,-37791,2628183,21850,64514,-33362,-1639669,-150368,-436923,-10462,-562829,191968
783,-16530,-45336,2670533,20884,70124,-13423,-1288974,307333,-382716,-83775,-490970,61189
784,8384,-52884,2715387,19202,75697,5589,-1562553,-147185,-500482,-150513,-469809,14360
785,28481,-64317,2766405,13842,84066,21348,-1711662,-517681,-692260,-380643,-558989,420140
786,47488,-76527,2818782,7415,92905,36145,-1704036,-474065,-683717,-401772,-601031,499779
787,73055,-86297,2869619,2788,99902,55130,-1536577,54538,-619131,-370092,-613582,561682
788,105410,-95561,2916479,-1687,106476,78572,-1386577,333520,-718854,-218018,-457971,154756
789,136419,-105358,2959000,-7411,113361,100725,-1193909,409803,-781699,-143891,-493955,20604
790,167165,-114053,2995806,-13098,119416,122284,-943539,599494,-750283,-92595,-543680,-48043
791,194876,-121186,3027422,-18321,124340,141400,-790481,509326,-711711,85572,-703954,90325
792,216726,-127835,3057038,-23582,128898,156236,-743753,208818,-727023,164807,-704117,124776
793,230579,-132933,3085702,-27745,132372,165491,-651820,-98814,-598868,258005,-691447,147015
794,236029,-133962,3105076,-28705,133070,169143,-218954,-167310,-361816,110559,-690452,53611
795,227347,-130748,3112628,-26032,130885,163378,53603,-557933,-148972,28570,-702503,-25005
796,205204,-125328,3117593,-21491,127184,148420,96037,-1231707,-55945,-26782,-715693,-127464
797,162722,-116660,3116110,-15017,121219,119233,476325,-2073431,186004,33424,-645093,-66233
798,94139,-100707,3100205,-5947,110101,70940,1079922,-2729965,542506,158524,-488390,105000
799,9818,-75667,3068939,3982,92285,9238,1823111,-2783751,827641,285056,-318643,89081
800,-86008,-44782,3023274,9566,69713,-63648,2319852,-2977901,730946,203238,-174641,243235
801,-177405,-15568,2986937,7034,47773,-134870,1676797,-3086824,555678,137335,-48225,405429
802,-258800,1485,2990302,-6890,34708,-196611,-372923,-4400314,469337,190977,40891,784616
803,-326171,5585,3034358,-28152,31540,-244203,-1327632,-4073251,758147,417516,-337412,925194
804,-360392,24734,3078955,-31049,16599,-273320,-362503,-1994761,1750330,515994,-491919,847789
805,-363097,68077,3119842,-9815,-18045,-288546,74159,-701798,2506956,281884,-552276,273996
806,-374547,108425,-3125890,4825,-51281,-308490,-165278,-1903270,1876572,-24717,-401792,151483
807,-410885,129848,-3087298,-1914,-69296,-340466,-760813,-2649397,1170479,-163044,-262515,289126
808,-441834,135768,-3046465,-14241,-74317,-363853,-1074059,-2012830,760482,-435812,-267382,479581
809,-457737,139031,-3004560,-20793,-77093,-375811,-1137750,-1370632,856423,-489196,-346089,429345
810,-461092,138167,-2959490,-22856,-76358,-377837,-1396642,-780879,650896,-428478,-501151,443640
811,-454319,132081,-2916343,-22027,-71188,-371302,-1378470,-331373,379119,-428299,-603382,498719
812,-443284,122412,-2878199,-20745,-63014,-360716,-1318242,-54447,72605,-523836,-670072,477269
813,-429803,107682,-2845165,-20786,-50660,-346853,-1296047,230371,-310028,-592704,-700676,462734
814,-408025,87825,-2816569,-19827,-34196,-325680,-1288220,948527,-622814,-631307,-748680,397723
815,-376573,64559,-2791648,-17262,-15190,-296810,-1221165,1361618,-887795,-620199,-779909,357836
816,-333625,37442,-2768252,-13716,6560,-258918,-1262841,2042431,-1143194,-604565,-800711,229536
817,-278694,6856,-2745646,-10458,30554,-211959,-1216681,2551479,-1410580,-469501,-807480,150106
818,-218361,-28123,-2728460,-11964,57271,-160683,-936999,2843158,-1867268,-229364,-788618,56609
819,-170954,-65173,-2722234,-22410,84689,-118950,-426398,2150499,-1985659,103637,-635188,37216
820,-147318,-92182,-2725018,-34539,104085,-96722,100346,1291766,-1347424,243437,-465040,95721
821,-138000,-98743,-2727542,-36875,108720,-89011,200741,614294,-381250,116776,-575830,-23256
822,-124795,-95659,-2715423,-31961,106545,-80805,-313048,676114,55179,-40972,-691820,-33216
823,-89724,-89258,-2691935,-20643,102010,-58231,-420584,1606857,225219,-189236,-790312,-7009
824,-52118,-79435,-2679473,-7375,94994,-33890,183859,1715624,206869,-296773,-683458,144430
825,-30123,-69708,-2678159,2645,87981,-19872,277219,1213084,58614,-266220,-580513,131435
826,-5236,-65389,-2667631,9064,84846,-2728,-314634,1279993,-176342,-128428,-240510,152392
827,30538,-69213,-2645001,10735,87623,23324,-688247,1348797,-541167,-98086,26001,582885
828,65116,-73741,-2620113,10870,90897,48521,-620212,1003733,-355447,-125061,70182,687920
829,81580,-71849,-2602157,13408,89529,60210,-260841,209138,-159639,-114799,106704,684989
830,73685,-70789,-2590659,13567,88763,54456,-36684,-875451,-319053,269686,-180935,-179007
831,51138,-67560,-2597626,13899,86423,37969,948494,-88250,-98467,196387,-506231,-4836
832,39077,-53776,-2626471,22065,76353,27991,1484329,1053553,278758,141103,-707633,108230
833,39253,-34674,-2653591,34772,62186,26353,1305135,1307794,523940,409997,-528517,391119
834,46608,-16056,-2667922,47631,48144,30208,611754,1013316,441494,397138,-514476,387263
835,57169,-2180,-2662321,57513,37532,37100,-131638,423220,270415,-58317,-715687,232605
836,64203,3418,-2642906,61686,33215,42071,-614416,-124128,-160613,-242481,-616857,219990
837,66118,414,-2616916,59954,35534,43754,-800218,-526809,-529931,-259426,-576101,254501
838,65799,-8857,-2591355,54025,42654,44172,-763439,-456569,-810707,-255848,-541503,258476
839,69953,-22173,-2566571,45779,52782,48259,-736883,-150353,-954056,-63611,-531886,171962
840,75879,-34009,-2547273,38491,61688,53508,-391215,19265,-780943,243359,-513006,143610
841,76848,-38141,-2532613,35831,64775,54506,-269589,-261996,-347103,243286,-679820,-41301
842,65146,-35933,-2523455,36364,63127,45664,57315,-725013,-192539,9937,-628611,-152668
843,45971,-33177,-2522098,36432,61065,31202,315325,-569147,-233665,-171223,-545617,82085
844,28802,-30564,-2528285,36345,59105,18211,597842,-201303,-293052,-253121,-622011,52138
845,11000,-28965,-2540205,35287,57904,4837,786887,-243154,-380340,-168292,-711050,-49996
846,-21475,-25042,-2561233,33378,54949,-19682,1250841,-849337,-239590,-60868,-767207,-6923
847,-71686,-14239,-2586048,31785,46761,-58349,1139527,-1795140,82379,-113400,-720368,140524
848,-138515,259,-2594527,26449,35654,-110105,639831,-3329324,295567,-68085,-617694,154178
849,-232420,18057,-2598753,11040,21835,-182214,756800,-4599445,538362,165738,-377663,115311
850,-321189,40781,-2592308,-7160,3905,-251246,190953,-4107758,879883,275566,-105370,493499
851,-380236,51083,-2558389,-25593,-4327,-295111,-1013701,-3190718,633148,236581,-135850,764081
852,-420469,51894,-2526361,-42823,-4978,-322412,-461597,-2497648,261171,-206287,-356145,741594
853,-462131,56394,-2513463,-60074,-8596,-351246,12266,-1754757,18906,-345896,-304523,395152
854,-476910,54262,-2500616,-68254,-6879,-359971,-331971,-213419,-186299,-388665,-362087,546623
855,-460358,50073,-2486546,-62246,-3517,-347858,-293297,1278862,-177259,-583196,-503632,509958
856,-416376,44442,-2470624,-44680,987,-317194,-576611,2452137,-299314,-504356,-471530,270570
857,-350349,29885,-2448064,-24296,12542,-268117,-1077405,3228547,-620001,-331076,-452995,173351
858,-264238,6089,-2417410,-6033,31149,-201659,-1505566,3935816,-1028754,-205570,-523940,110479
859,-161661,-24117,-2384269,5848,54251,-121753,-1406301,4539847,-1385621,-146652,-664443,-81000
860,-56397,-55406,-2356781,7994,77551,-40711,-1004032,4751540,-1659752,-6418,-592330,-150598
861,41669,-80608,-2337287,4046,95836,32379,-471225,4294277,-1258066,-18689,-462940,-164148
862,107928,-91349,-2324539,1407,103494,80139,-150879,2400723,-597512,-7886,-397082,-272729
863,129088,-91424,-2311784,2240,103548,95123,-238483,301223,-295264,20196,-592677,-482660
864,137598,-87779,-2304912,5070,100958,101050,269058,772293,8916,-298720,-717803,-166138
865,144313,-75482,-2324856,13824,92152,105542,1408085,1641912,264653,-326683,-559751,112787
866,139882,-67269,-2366966,19378,86212,102137,1923204,1357620,-215289,-288187,-232187,240549
867,125620,-67409,-2404068,18818,86313,91798,1229133,721946,-486378,-210158,28880,396871
868,129565,-68737,-2410054,18048,87277,94702,86789,662625,-378913,-83976,-58462,567398
869,144737,-69882,-2400770,17704,88107,105720,-133857,862928,-461896,85725,-178555,499313
870,168519,-70733,-2389997,17479,88723,122944,-15151,1350721,-272617,444151,-453004,199190
871,173227,-63074,-2408148,22766,83161,126329,1583686,997103,191931,1181189,-252405,-463573
872,160381,-44171,-2457011,35473,69260,116745,1920700,1557094,784294,481546,-665277,196539
873,155172,-22125,-2471722,49997,52746,112555,377267,-276246,524820,-161550,-697011,273453
874,139408,-12222,-2463414,56073,45224,100392,-444812,-502239,-55336,-262778,-445225,368731
875,153428,-10342,-2437479,57620,43789,111051,-673047,436006,-324121,-175015,-721974,-24360
876,163227,-9630,-2426142,58224,43244,118529,149163,379779,-295872,-34353,-776499,-200432
877,161063,-8494,-2429162,58930,42376,116863,406903,282995,-291811,-45847,-696651,-36810
878,157641,-7292,-2435264,59655,41455,114230,579416,422051,-317490,-130405,-527807,169055
879,152540,-5143,-2449735,60947,39808,110289,943614,588772,-235043,-159299,-559531,98045
880,141885,-1290,-2471817,63162,36847,102029,1149247,340706,-183082,-176835,-613424,18842
881,119320,3007,-2494513,65077,33533,84518,1130416,-311085,-205879,67039,-733615,-7073
882,87372,6859,-2514524,65676,30553,59687,988390,-816589,-208360,66441,-730634,17759
883,48722,13646,-2531769,66637,25279,29366,939743,-1237987,-12675,4749,-791828,64497
884,-1055,25775,-2545370,68122,15780,-10302,809959,-2075910,253479,-354707,-593761,55153
885,-75467,39955,-2547905,63981,4562,-69649,427258,-4110448,284392,-300670,-465600,-18937
886,-188227,52355,-2556887,43640,-5347,-157705,925306,-5316149,71499,-185510,-335146,40982
887,-294607,63438,-2557670,14745,-14283,-238678,156664,-4577901,201916,257279,2997,457907
888,-365674,69439,-2538641,-10215,-19151,-290750,-419441,-3292617,294522,232799,-88905,606170
889,-413659,68850,-2519449,-31461,-18673,-323458,-333886,-2205859,-89765,119264,-186369,604058
890,-449329,68627,-2514879,-48148,-18491,-347154,238024,-1314972,-397764,-300204,-310375,551339
891,-464581,69283,-2518480,-55189,-19024,-357364,489828,337512,-409873,-266629,-247144,569788
892,-448536,68877,-2520469,-47652,-18694,-346718,69663,1533284,-445319,-339626,-307212,371978
893,-416179,59230,-2511125,-37282,-10882,-321999,-547373,1742833,-631495,-337179,-439856,325606
894,-375121,39672,-2493657,-29273,4787,-288020,-1038173,1970285,-875565,-388553,-599263,197419
895,-319867,15456,-2467868,-20352,23866,-242885,-1296163,2456018,-910036,-450346,-790462,109590
896,-249282,-9145,-2437917,-10012,42874,-187125,-1293577,3182873,-996407,-459984,-910756,10755
897,-164284,-34822,-2414697,-1466,62296,-121251,-840277,4191668,-1383366,-354043,-890903,-202
898,-68654,-65798,-2403955,-1027,85144,-47721,-483094,5023520,-1926731,270640,-149377,-256717
899,31136,-97070,-2396243,-8467,107541,26593,-251401,4681560,-1593525,211918,107859,-287847
900,88880,-106219,-2384776,-10181,113963,67607,-167198,1362325,-377319,258858,-55424,-202534
901,90423,-106308,-2376890,-10149,114025,68687,96693,35077,-360957,-32144,-739888,-259598
